site,elevation,focal.species,background.species,pair,origin.focal,origin.background,origin.pair,type,surv.int,surv.slope,surv.sd.global,n.survival,growth.int,growth.slope,growth.slope.qudratic,growth.sd.global,n.growth,growth.sd,growth.sd.int,growth.sd.slope,n.growth.sd,flowering.int,flowering.slope,flowering.sd.global,n.flowering,fecundity.int,fecundity.slope,fecundity.sd.global,n.fecundity,germination.prob,germination.sd.global,n.germination,establishment.funiche.int,establishment.funiche.sd.global,n.establishment.funiche,establishment.comp.int,establishment.comp.sd.global,n.establishment.comp,seedling.size.mean,seedling.size.sd,n.seedling.size,L,U,n.size.range,pgr,comment,bootstrap
Anzeindaz,1900,Anal,Anal,yes,Highland,Highland,Highland_Highland,Current,-1.770542446,-0.129931594,1.060395291,24,2.057445592,0.835103553,NA,0.697108083,4,0.34917113,NA,NA,NA,-2.286650605,3.541562925,NA,24,3.888357844,1.107629151,NA,3,0.091928251,NA,20,0.277631737,NA,20,1.343734747,NA,14,-3.091460995,0.864587193,40,-4.767689115,2.001542505,24,0.620792712,NA,0
Anzeindaz,1900,Anal,Armo,NA,Highland,Highland,Highland_Highland,Current,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Anzeindaz,1900,Anal,Asal,yes,Highland,Highland,Highland_Highland,Current,35.47343075,14.81769099,1.060395291,17,2.678708713,0.708322286,NA,0.697108083,11,0.359663768,NA,NA,NA,-1.911415099,3.541562925,NA,25,3.888357844,1.107629151,NA,10,0.091928251,NA,20,0.277631737,NA,20,20.56606838,NA,10,-3.091460995,0.864587193,40,-4.767689115,3.242158943,25,2.038025559,NA,0
Anzeindaz,1900,Anal,Plal,NA,Highland,Highland,Highland_Highland,Current,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Anzeindaz,1900,Anal,Poal,yes,Highland,Highland,Highland_Highland,Current,0.28005161,-0.350128011,1.060395291,27,2.588152909,0.578035788,NA,0.697108083,14,0.6465537,NA,NA,NA,-4.904661067,3.541562925,NA,27,3.888357844,1.107629151,NA,11,0.091928251,NA,20,0.277631737,NA,20,20.56606838,NA,4,-3.091460995,0.864587193,40,-4.767689115,4.140235237,27,3.535830023,NA,0
Anzeindaz,1900,Anal,Seca,yes,Highland,Highland,Highland_Highland,Current,7.82632105,3.302863966,1.060395291,18,3.126528944,0.747617984,NA,0.697108083,12,0.674320455,NA,NA,NA,-1.654494113,3.541562925,NA,27,3.888357844,1.107629151,NA,11,0.091928251,NA,20,0.277631737,NA,20,20.56606862,NA,12,-3.091460995,0.864587193,40,-4.767689115,3.685814044,27,2.602687811,NA,0
Anzeindaz,1900,Anal,Trba,yes,Highland,Highland,Highland_Highland,Current,1.245666259,0.733075638,1.060395291,18,2.685522344,0.609437878,NA,0.697108083,10,0.357107226,NA,NA,NA,-3.199286485,3.541562925,NA,26,3.888357844,1.107629151,NA,7,0.091928251,NA,20,0.277631737,NA,20,20.56606843,NA,7,-3.091460995,0.864587193,40,-4.767689115,3.460095023,26,2.541367001,NA,0
Anzeindaz,1900,Anal,Brer,yes,Highland,Lowland,Lowland_Highland,Novel,0.336708193,0.163600456,1.060395291,21,2.680882292,0.511888806,NA,0.697108083,12,0.499057149,NA,NA,NA,-4.882954388,3.541562925,NA,21,3.888357844,1.107629151,NA,5,0.091928251,NA,20,0.277631737,NA,20,2.772588722,NA,6,-3.091460995,0.864587193,40,-4.767689115,3.24816419,21,2.478644026,NA,0
Anzeindaz,1900,Anal,Crbi,yes,Highland,Lowland,Lowland_Highland,Novel,0.233177236,-0.052715658,1.060395291,27,2.44366491,0.413810038,NA,0.697108083,15,0.56482617,NA,NA,NA,-3.173296217,3.541562925,NA,31,3.888357844,1.107629151,NA,15,0.091928251,NA,20,0.277631737,NA,20,20.56606829,NA,7,-3.091460995,0.864587193,40,-4.767689115,3.70865843,31,3.459789498,NA,0
Anzeindaz,1900,Anal,Daca,NA,Highland,Lowland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Anzeindaz,1900,Anal,Melu,yes,Highland,Lowland,Lowland_Highland,Novel,1.363038133,1.125582389,1.060395291,18,2.091127786,0.511363751,NA,0.697108083,9,0.562148451,NA,NA,NA,-2.032722111,3.541562925,NA,18,3.888357844,1.107629151,NA,2,0.091928251,NA,20,0.277631737,NA,20,2.708050201,NA,8,-3.091460995,0.864587193,40,-4.767689115,1.837112664,18,0.949703519,NA,0
Anzeindaz,1900,Anal,Plla,NA,Highland,Lowland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Anzeindaz,1900,Anal,Potr,NA,Highland,Lowland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Anzeindaz,1900,Anal,Sapr,NA,Highland,Lowland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Anzeindaz,1900,Anal,none,yes,Highland,None,None,None,-0.266748626,-0.049504061,1.060395291,26,3.565266443,0.270593616,NA,0.697108083,11,0.730134598,NA,NA,NA,-7.103902222,3.541562925,NA,26,3.888357844,1.107629151,NA,10,0.091928251,NA,20,0.277631737,NA,20,20.56606811,NA,7,-3.091460995,0.864587193,40,-4.767689115,4.94289518,26,6.194974417,NA,0
Les Posses,890,Anal,Anal,yes,Highland,Highland,Highland_Highland,Current,-0.789955413,-0.684855275,1.060395291,26,1.616351243,0.536259604,NA,0.697108083,12,0.488143688,NA,NA,NA,3.711244109,3.541562925,NA,27,4.282548008,1.107629151,NA,14,0.088565022,NA,20,0.277631737,NA,18,1.343734747,NA,2,-3.091460995,0.864587193,40,-4.767689115,2.115901479,27,2.021894456,NA,0
Les Posses,890,Anal,Armo,NA,Highland,Highland,Highland_Highland,Current,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Les Posses,890,Anal,Asal,yes,Highland,Highland,Highland_Highland,Current,1.240513938,-0.030438276,1.060395291,18,2.306396231,0.36382398,NA,0.697108083,14,0.911957925,NA,NA,NA,2.781131357,3.541562925,NA,24,4.282548008,1.107629151,NA,15,0.088565022,NA,20,0.277631737,NA,18,20.56606843,NA,2,-3.091460995,0.864587193,40,-4.767689115,4.55907264,24,5.658394996,NA,0
Les Posses,890,Anal,Plal,NA,Highland,Highland,Highland_Highland,Current,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Les Posses,890,Anal,Poal,yes,Highland,Highland,Highland_Highland,Current,3.39968908,-2.844663754,1.060395291,17,3.710939137,0.303870652,NA,0.697108083,8,0.510249922,NA,NA,NA,-7.000440963,3.541562925,NA,17,4.282548008,1.107629151,NA,8,0.088565022,NA,20,0.277631737,NA,18,20.56606829,NA,9,-3.091460995,0.864587193,40,-4.767689115,4.652003235,17,9.460982146,NA,0
Les Posses,890,Anal,Seca,yes,Highland,Highland,Highland_Highland,Current,0.413666415,-0.262427791,1.060395291,17,2.145771562,0.533613347,NA,0.697108083,11,0.592853599,NA,NA,NA,-2.548823359,3.541562925,NA,21,4.282548008,1.107629151,NA,9,0.088565022,NA,20,0.277631737,NA,18,20.56606827,NA,2,-3.091460995,0.864587193,40,-4.767689115,3.762690421,21,3.596128671,NA,0
Les Posses,890,Anal,Trba,no,Highland,Highland,Highland_Highland,Current,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Les Posses,890,Anal,Brer,yes,Highland,Lowland,Lowland_Highland,Novel,1.328946864,0.006694922,1.060395291,19,1.900054228,0.443749555,NA,0.697108083,15,0.600154437,NA,NA,NA,0.372945714,3.541562925,NA,19,4.282548008,1.107629151,NA,7,0.088565022,NA,20,0.277631737,NA,18,2.772588722,NA,2,-3.091460995,0.864587193,40,-4.767689115,1.792932844,19,2.49329554,NA,0
Les Posses,890,Anal,Crbi,yes,Highland,Lowland,Lowland_Highland,Novel,1.17942452,-0.346893104,1.060395291,27,1.844755184,0.637995001,NA,0.697108083,20,0.677644617,NA,NA,NA,3.344380694,3.541562925,NA,32,4.282548008,1.107629151,NA,22,0.088565022,NA,20,0.277631737,NA,18,20.56606833,NA,3,-3.091460995,0.864587193,40,-4.767689115,4.012514487,32,3.767620994,NA,0
Les Posses,890,Anal,Daca,NA,Highland,Lowland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Les Posses,890,Anal,Melu,yes,Highland,Lowland,Lowland_Highland,Novel,9.587932694,3.289393395,1.060395291,18,2.607174062,0.427714921,NA,0.697108083,17,0.628834376,NA,NA,NA,3.351744636,3.541562925,NA,18,4.282548008,1.107629151,NA,9,0.088565022,NA,20,0.277631737,NA,18,2.708050201,NA,1,-3.091460995,0.864587193,40,-4.767689115,2.431921619,18,2.895889708,NA,0
Les Posses,890,Anal,Plla,NA,Highland,Lowland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Les Posses,890,Anal,Potr,NA,Highland,Lowland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Les Posses,890,Anal,Sapr,NA,Highland,Lowland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Les Posses,890,Anal,none,yes,Highland,None,None,None,0.61004061,-0.292187214,1.060395291,26,3.545248539,0.284201904,NA,0.697108083,14,0.617780496,NA,NA,NA,-6.078128857,3.541562925,NA,26,4.282548008,1.107629151,NA,15,0.088565022,NA,20,0.277631737,NA,18,20.56606839,NA,3,-3.091460995,0.864587193,40,-4.767689115,4.997892611,26,9.168966838,NA,0
Solalex,1400,Anal,Anal,yes,Highland,Highland,Highland_Highland,Current,-2.384282875,-0.723994794,1.060395291,26,1.626691266,0.536523863,NA,0.697108083,7,0.381878809,NA,NA,NA,1.200492886,3.541562925,NA,27,3.300210975,1.107629151,NA,7,0.144618834,NA,20,0.277631737,NA,20,1.343734747,NA,13,-3.091460995,0.864587193,40,-4.767689115,1.349693821,27,0.858364898,NA,0
Solalex,1400,Anal,Armo,NA,Highland,Highland,Highland_Highland,Current,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Solalex,1400,Anal,Asal,yes,Highland,Highland,Highland_Highland,Current,2.036931169,0.754212625,1.060395291,18,2.661277412,0.826928353,NA,0.697108083,13,0.628398937,NA,NA,NA,-1.965687295,3.541562925,NA,26,3.300210975,1.107629151,NA,11,0.144618834,NA,20,0.277631737,NA,20,20.56606838,NA,8,-3.091460995,0.864587193,40,-4.767689115,3.9920354,26,3.021143167,NA,0
Solalex,1400,Anal,Plal,NA,Highland,Highland,Highland_Highland,Current,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Solalex,1400,Anal,Poal,yes,Highland,Highland,Highland_Highland,Current,1.085552481,0.203631945,1.060395291,17,2.770752954,0.543742137,NA,0.697108083,12,0.584913347,NA,NA,NA,-2.792905577,3.541562925,NA,23,3.300210975,1.107629151,NA,10,0.144618834,NA,20,0.277631737,NA,20,20.56606842,NA,6,-3.091460995,0.864587193,40,-4.767689115,4.089818852,23,3.938909529,NA,0
Solalex,1400,Anal,Seca,no,Highland,Highland,Highland_Highland,Current,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Solalex,1400,Anal,Trba,yes,Highland,Highland,Highland_Highland,Current,7.0811371,2.174663052,1.060395291,18,2.778215576,0.416809829,NA,0.697108083,12,0.746098003,NA,NA,NA,-4.280618663,3.541562925,NA,24,3.300210975,1.107629151,NA,7,0.144618834,NA,20,0.277631737,NA,20,20.56606822,NA,3,-3.091460995,0.864587193,40,-4.767689115,4.636255008,24,5.056809904,NA,0
Solalex,1400,Anal,Brer,yes,Highland,Lowland,Lowland_Highland,Novel,9.575816648,-4.311424561,1.060395291,13,2.95326435,0.391835449,NA,0.697108083,8,0.816095533,NA,NA,NA,-10.25310956,3.541562925,NA,13,3.300210975,1.107629151,NA,4,0.144618834,NA,20,0.277631737,NA,20,2.772588722,NA,9,-3.091460995,0.864587193,40,-4.767689115,4.424285337,13,4.471254186,NA,0
Solalex,1400,Anal,Crbi,yes,Highland,Lowland,Lowland_Highland,Novel,3.432142533,-0.976120506,1.060395291,28,2.411933642,0.27964728,NA,0.697108083,23,0.527776726,NA,NA,NA,-2.734452138,3.541562925,NA,33,3.300210975,1.107629151,NA,22,0.144618834,NA,20,0.277631737,NA,20,20.56606829,NA,0,-3.091460995,0.864587193,40,-4.767689115,3.776079814,33,4.951773314,NA,0
Solalex,1400,Anal,Daca,NA,Highland,Lowland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Solalex,1400,Anal,Melu,yes,Highland,Lowland,Lowland_Highland,Novel,0.097438756,-0.129285111,1.060395291,22,1.647427837,0.300364643,NA,0.697108083,12,0.772085787,NA,NA,NA,-0.541965198,3.541562925,NA,23,3.300210975,1.107629151,NA,10,0.144618834,NA,20,0.277631737,NA,20,2.708050201,NA,7,-3.091460995,0.864587193,40,-4.767689115,3.133115886,23,2.540993119,NA,0
Solalex,1400,Anal,Plla,NA,Highland,Lowland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Solalex,1400,Anal,Potr,NA,Highland,Lowland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Solalex,1400,Anal,Sapr,NA,Highland,Lowland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Solalex,1400,Anal,none,yes,Highland,None,None,None,0.934472479,-0.330337418,1.060395291,26,3.215393122,-0.025563982,NA,0.697108083,16,1.220368917,NA,NA,NA,-6.881028661,3.541562925,NA,28,3.300210975,1.107629151,NA,14,0.144618834,NA,20,0.277631737,NA,20,20.56606819,NA,4,-3.091460995,0.864587193,40,-4.767689115,5.014376888,28,9.832939961,NA,0
Anzeindaz,1900,Armo,Anal,NA,Highland,Highland,Highland_Highland,Current,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Anzeindaz,1900,Armo,Armo,NA,Highland,Highland,Highland_Highland,Current,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Anzeindaz,1900,Armo,Asal,yes,Highland,Highland,Highland_Highland,Current,2.714337275,0.446044241,0.938481752,9,-3.158815401,0.135894432,NA,0.632819936,5,0.433030794,NA,NA,NA,-400,0,NA,9,-800,0,NA,0,0.004761905,NA,20,20,NA,0,1.216395324,NA,0,-4.075211564,0.43619333,10,-4.565949473,-3.390257442,9,0.530606051,NA,0
Anzeindaz,1900,Armo,Plal,yes,Highland,Highland,Highland_Highland,Current,2.714337275,0.446044241,0.938481752,9,-4.343063192,0.135894432,NA,0.632819936,6,0.701127252,NA,NA,NA,-400,0,NA,9,-800,0,NA,0,0.004761905,NA,20,20,NA,0,1.216395324,NA,9,-4.075211564,0.43619333,10,-6.125047426,-3.390257442,9,0.580566862,NA,0
Anzeindaz,1900,Armo,Poal,yes,Highland,Highland,Highland_Highland,Current,2.714337275,0.446044241,0.938481752,9,-3.503440526,0.135894432,NA,0.632819936,3,0.742977733,NA,NA,NA,-400,0,NA,9,-800,0,NA,0,0.004761905,NA,20,20,NA,0,1.216395324,NA,0,-4.075211564,0.43619333,10,-4.94639243,-3.390257442,9,0.491404834,NA,0
Anzeindaz,1900,Armo,Seca,yes,Highland,Highland,Highland_Highland,Current,2.714337275,0.446044241,0.938481752,11,-3.380060953,0.135894432,NA,0.632819936,7,0.513873119,NA,NA,NA,-400,0,NA,12,-800,0,NA,0,0.004761905,NA,20,20,NA,0,1.216395324,NA,0,-4.075211564,0.43619333,10,-4.565949473,-3.390257442,12,0.534673337,NA,0
Anzeindaz,1900,Armo,Trba,NA,Highland,Highland,Highland_Highland,Current,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Anzeindaz,1900,Armo,Brer,NA,Highland,Lowland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Anzeindaz,1900,Armo,Crbi,yes,Highland,Lowland,Lowland_Highland,Novel,2.714337275,0.446044241,0.938481752,8,-3.553273064,0.135894432,NA,0.632819936,7,0.476812044,NA,NA,NA,-400,0,NA,9,-800,0,NA,0,0.004761905,NA,20,20,NA,0,1.216395324,NA,8,-4.075211564,0.43619333,10,-5.249578689,-3.390257442,9,0.648220631,NA,0
Anzeindaz,1900,Armo,Daca,NA,Highland,Lowland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Anzeindaz,1900,Armo,Melu,NA,Highland,Lowland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Anzeindaz,1900,Armo,Plla,yes,Highland,Lowland,Lowland_Highland,Novel,2.714337275,0.446044241,0.938481752,14,-3.653366965,0.135894432,NA,0.632819936,9,0.570563386,NA,NA,NA,-400,0,NA,18,-800,0,NA,0,0.004761905,NA,20,20,NA,0,1.216395324,NA,9,-4.075211564,0.43619333,10,-5.537260761,-3.390257442,18,0.630687151,NA,0
Anzeindaz,1900,Armo,Potr,yes,Highland,Lowland,Lowland_Highland,Novel,2.714337275,0.446044241,0.938481752,12,-3.275787717,0.135894432,NA,0.632819936,7,0.98980991,NA,NA,NA,-400,0,NA,16,-800,0,NA,0,0.004761905,NA,20,20,NA,0,1.216395324,NA,0,-4.075211564,0.43619333,10,-6.125047426,-2.541528488,16,0.633982201,NA,0
Anzeindaz,1900,Armo,Sapr,NA,Highland,Lowland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Anzeindaz,1900,Armo,none,yes,Highland,None,None,None,2.714337275,0.446044241,0.938481752,13,-3.298490176,0.135894432,NA,0.632819936,12,0.637865639,NA,NA,NA,-400,0,NA,17,-800,0,NA,0,0.004761905,NA,20,20,NA,0,1.216395324,NA,9,-4.075211564,0.43619333,10,-5.026435137,-2.238342229,17,0.707345282,NA,0
Les Posses,890,Armo,Anal,NA,Highland,Highland,Highland_Highland,Current,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Les Posses,890,Armo,Armo,NA,Highland,Highland,Highland_Highland,Current,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Les Posses,890,Armo,Asal,yes,Highland,Highland,Highland_Highland,Current,-0.834733063,0.446044241,0.938481752,9,-3.947390763,0.135894432,NA,0.632819936,1,0.732053127,NA,NA,NA,-400,0,NA,9,-800,0,NA,0,0.004761905,NA,20,20,NA,3,-2.833213343,NA,0,-4.075211564,0.43619333,10,-4.565949473,-3.390257442,9,0.031310571,NA,0
Les Posses,890,Armo,Plal,yes,Highland,Highland,Highland_Highland,Current,-0.834733063,0.446044241,0.938481752,11,-3.540198537,0.135894432,NA,0.632819936,2,0.732053127,NA,NA,NA,-400,0,NA,11,-800,0,NA,0,0.004761905,NA,20,20,NA,3,-2.833213343,NA,9,-4.075211564,0.43619333,10,-4.620970029,-3.390257442,11,0.040501098,NA,0
Les Posses,890,Armo,Poal,yes,Highland,Highland,Highland_Highland,Current,-0.834733063,0.446044241,0.938481752,9,-3.011681945,0.135894432,NA,0.632819936,1,0.732053127,NA,NA,NA,-400,0,NA,9,-800,0,NA,0,0.004761905,NA,20,20,NA,3,-2.833213343,NA,0,-4.075211564,0.43619333,10,-4.565949473,-3.390257442,9,0.035686633,NA,0
Les Posses,890,Armo,Seca,yes,Highland,Highland,Highland_Highland,Current,-0.834733063,0.446044241,0.938481752,9,-4.701162565,0.135894432,NA,0.632819936,1,0.732053127,NA,NA,NA,-400,0,NA,9,-800,0,NA,0,0.004761905,NA,20,20,NA,3,-2.833213343,NA,0,-4.075211564,0.43619333,10,-4.565949473,-3.390257442,9,0.010274724,NA,0
Les Posses,890,Armo,Trba,NA,Highland,Highland,Highland_Highland,Current,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Les Posses,890,Armo,Brer,NA,Highland,Lowland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Les Posses,890,Armo,Crbi,yes,Highland,Lowland,Lowland_Highland,Novel,-0.834733063,0.446044241,0.938481752,9,-4.082617498,0.135894432,NA,0.632819936,0,0.732053127,NA,NA,NA,-400,0,NA,9,-800,0,NA,0,0.004761905,NA,20,20,NA,3,-2.833213343,NA,9,-4.075211564,0.43619333,10,-4.565949473,-3.390257442,9,0.027403314,NA,0
Les Posses,890,Armo,Daca,NA,Highland,Lowland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Les Posses,890,Armo,Melu,NA,Highland,Lowland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Les Posses,890,Armo,Plla,yes,Highland,Lowland,Lowland_Highland,Novel,-0.834733063,0.446044241,0.938481752,9,-2.964882733,0.135894432,NA,0.632819936,0,0.732053127,NA,NA,NA,-400,0,NA,9,-800,0,NA,0,0.004761905,NA,20,20,NA,3,-2.833213343,NA,9,-4.075211564,0.43619333,10,-4.565949473,-3.390257442,9,0.034634152,NA,0
Les Posses,890,Armo,Potr,yes,Highland,Lowland,Lowland_Highland,Novel,-0.834733063,0.446044241,0.938481752,10,-2.530208912,0.135894432,NA,0.632819936,0,0.732053127,NA,NA,NA,-400,0,NA,10,-800,0,NA,0,0.004761905,NA,20,20,NA,3,-2.833213343,NA,0,-4.075211564,0.43619333,10,-4.565949473,-3.390257442,10,0.022157708,NA,0
Les Posses,890,Armo,Sapr,NA,Highland,Lowland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Les Posses,890,Armo,none,yes,Highland,None,None,None,-0.834733063,0.446044241,0.938481752,9,-2.909830694,0.135894432,NA,0.632819936,0,0.732053127,NA,NA,NA,-400,0,NA,9,-800,0,NA,0,0.004761905,NA,20,20,NA,3,-2.833213343,NA,9,-4.075211564,0.43619333,10,-4.565949473,-3.390257442,9,0.033285863,NA,0
